TABLE,VAR,FORMAT,FORMAT.DESC,VAR.L,VAR.DESC
PROGRAM,INIT_CON_D,D,8,Initial Contact Date,Program contact date
PROGRAM,SCH_TERM_D,D,8,Scheduled Termination Date,Date that Participant is Scheduled to terminate from a Program
PROGRAM,STRTCERT_D,D,8,Start/Certification Date,Beginning of Active Certification or Start of Program Enrollment - Used to distinguish between program history records
PROGRAM,ACT_TERM_D,D,8,Actual Termination Date,Actual Date that the Participant terminated the Program
PROGRAM,CATEGORY_C,C,4,Category,See Code Table
PROGRAM,HSEHLD_N,N,2,Household Size,Number of people living in the household
PROGRAM,HSE_INC_A,N,6,Household Income,Saved at time of eligibility determination
PROGRAM,INC_PRF_C,C,4,Type Of Income Proof On File,See Code Table
PROGRAM,INELGRSN_C,C,4,Ineligibility Reason Code,See Code Table
PROGRAM,TERM_RSN_C,C,4,Termination Reason Code,See Code Table
PROGRAM,TRN_FROM_I,C,6,Transfer From Clinic,Clinic ID where the Participant transferred from
PROGRAM,TRN_FROM_D,D,8,Transfer From Date,Clinic ID where the Participant transferred to
PROGRAM,WIC_PRTY_N,N,1,WIC Priority Number,Priority based on participant's risk factors. Priority level is 1 - 7 with 1 being the highest and 7 the lowest. The highest priority level is displayed.
PROGRAM,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROGRAM,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROGRAM,UPLOAD_F,C,1,Upload Indicator,See Code Table
PROGRAM,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PRORATE,FP_NBR_I,C,3,Food Package Number,Unique Number used to identify the Food Package
PRORATE,FP_WK1_I,C,3,Week 1 Package,Week 1 Food Package Information
PRORATE,FP_WK2_I,C,3,Week 2 Package,Week 2 Food Package Information
PRORATE,FP_WK3_I,C,3,Week 3 Package,Week 3 Food Package Information
PRORATE,CATG_B_F,C,1,Category - Breastfeeding Indicator,Indicates that participant is breastfeeding
PRORATE,CATG_C_F,C,1,Category - Child Indicator,Indicates that participant is a child
PRORATE,CATG_I_F,C,1,Category - Infant Indicator,Indicates that participant is an infant
PRORATE,CATG_N_F,C,1,Category - Non-Breastfeeding Indicator,Indicates that participant is not breastfeeding (postpartum)
PRORATE,CATG_P_F,C,1,Category - Pregnancy Indicator,Indicates that participant is pregnant
PRORATE,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PRORATE,OPERATOR_I,N,9,Operator ID,User Making Last Update
PRORATE2,FP_NBR_I,C,3,Food Package Number,Unique Number used to identify the Food Package
PRORATE2,FP_WK1_I,C,3,Week 1 Package,Prorated Food Packages Week 1 details
PRORATE2,FP_WK2_I,C,3,Week 2 Package,Prorated Food Package Week 2 details
PRORATE2,FP_WK3_I,C,3,Week 3 Package,Prorated Food Package Week 3 details
PRORATE2,CATG_B_F,C,1,Category - Breastfeeding Indicator,Indicates that participant is breastfeeding
PRORATE2,CATG_C_F,C,1,Category - Child Indicator,Indicates that participant is a child
PRORATE2,CATG_I_F,C,1,Category - Infant Indicator,Indicates that participant is an infant
PRORATE2,CATG_N_F,C,1,Category - Non-Breastfeeding Indicator,Indicates that participant is not breastfeeding (postpartum)
PRORATE2,CATG_P_F,C,1,Category - Pregnancy Indicator,Indicates that participant is pregnant
PRORATE2,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PRORATE2,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROVADDR,ADDR_ID_I,C,14,Address ID,Provider Address
PROVADDR,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
PROVADDR,ADDR_ID_C,C,4,Address ID Type Code,Provider Address Type. See Code Table
PROVADDR,ADDR_TYP_C,C,4,Address Type Code,Provider Address Type. See Code Table
PROVADDR,ADDR_LN1_T,C,20,Address Line 1,Provider Address
PROVADDR,ADDR_LN2_T,C,20,Address Line 2,Provider Address
PROVADDR,ADDR_APT_T,C,5,Apartment Number,Provider Apartment Number
PROVADDR,ADDR_CTY_T,C,20,City,Provider City
PROVADDR,ADDR_ST_C,C,4,State,Provider State. See Code Table
PROVADDR,ADDR_ZIP_N,N,5,Zip Code,Provider Zip Code
PROVADDR,ZIP_EXT_N,N,4,Zip Code Extension,Provider Zip Code 4 Digit Extension
PROVADDR,CONT_NME_T,C,25,Contact Name,Provider Contact Name
PROVADDR,RELATE_C,C,4,Relationship Code,Provider Relationship Code. See Code Table
PROVADDR,COUNTY_C,C,4,County Code,Provider County Code. See Code Table
PROVADDR,PHNE_NBR_N,N,10,Phone Number,Provider Phone Number
PROVADDR,MODM_NBR_N,N,10,Modem Number,Provider Modem Number
PROVADDR,FAX_NBR_N,N,10,Fax Number,Provider Fax Number
PROVADDR,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROVADDR,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROVADDR,UPLOAD_F,C,1,Upload Indicator,See Code Table
PROVADDR,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PROVCOS,PROV_ID_I,N,9,Provider ID,Provider ID Number
PROVCOS,PROV_SFX_I,N,3,Provider Suffix,Provider Suffix Number
PROVCOS,CNTY_SRV_C,C,4,County Served by Provider,County Code
PROVCOS,SRVD_ST_C,C,4,Status in this County,Provider Status
PROVCOS,STATUS_D,D,8,Status Date,Most recent date of Provider Status
PROVCOS,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROVCOS,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROVDTL,PROV_ID_I,N,9,Provider ID,Provider ID Number
PROVDTL,PROV_SFX_I,N,3,Provider Suffix,Provider Suffix Number
PROVDTL,PROV_LST_T,C,30,Last Name,Provider Last Name
PROVDTL,PROV_FST_T,C,13,First Name,Provider First Name
PROVDTL,PROV_MI_T,C,1,Middle Initial,Provider Middle Initial
PROVDTL,P_TITLE_T,C,4,Title,Provider Title
PROVDTL,PRV_DGR1_T,C,4,Degree 1,Provider Degree 1
PROVDTL,PRV_DGR2_T,C,4,Degree 2,Provider Degree 2
PROVDTL,PRV_DGR3_T,C,4,Degree 3,Provider Degree 3
PROVDTL,PROV_ST_C,C,4,Provider Status,"""A"" = Active
""I"" = Inactive"
PROVDTL,STATUS_D,D,8,Status Date,Most recent date of Provider Status
PROVDTL,PRV_CAT_C,C,4,Provider Category Code,See Code Table for Provider Category Code descriptions.
PROVDTL,PRV_HFS_N,C,12,Provider HFS Code,Number assigned to Provider by HFS
PROVDTL,PRV_CON_N,C,11,,
PROVDTL,LANG_1_C,C,4,Language Code 1,Language Codes. See Code Table
PROVDTL,LANG_2_C,C,4,Language Code 2,Language Codes. See Code Table.
PROVDTL,LANG_3_C,C,4,Language Code 3,Language Codes. See Code Table.
PROVDTL,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROVDTL,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROVIDER,PROV_ID_I,N,9,Provider ID,Provider Number
PROVIDER,ID_FORMAT_C,C,4,ID Format,See Code Table for ID Format descriptions
PROVIDER,PROV_TYP_C,C,4,Provider Type,See Code Table
PROVIDER,PRV_CNTL_F,C,1,Provider Control Flag,"""Y"" = Yes, ""N"" = No"
PROVIDER,PROV_NME_T,C,50,Provider Name,Provider Name
PROVIDER,SYSTEM_D,D,8,Date On System,
PROVIDER,PRV_STAT_C,C,4,Provider Status,See Code Table
PROVIDER,SERV_DLV_C,C,4,Internal/External Service Delivery,See Code Table
PROVIDER,REFERRAL_C,C,4,Referral Indicator Code,See Code Table
PROVIDER,COMMENTS_M,M,4,Comments,Used to record additional notes
PROVIDER,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROVIDER,OPERATOR_I,N,9,Operator ID,User Making Last Update
PROVIDER,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
PROVSERV,PROV_ID_I,N,9,Provider ID,Provider Number
PROVSERV,SERV_TYP_C,C,4,Service Type Code,Link to Service Type Table for services of this provider
PROVSERV,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
PROVSERV,OPERATOR_I,N,9,Operator ID,User Making Last Update
REFERRAL,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
REFERRAL,PART_ID_I,C,14,Participant ID,Cornerstone Participant Identifier
REFERRAL,REFERRAL_D,D,8,Date Of Referral,
REFERRAL,REFR_PRV_I,N,9,Provider ID - Referred To,Link to Provider Table of the provider that the participant was referred to
REFERRAL,REFR_APT_D,D,8,Referral Appointment Date,
REFERRAL,REFR_TIM_H,N,4,Referral Appointment Time,
REFERRAL,SERV_TYP_C,C,4,Service Type Code,Link to Service Type Table
REFERRAL,RFEMP_BY_C,N,9,Employee ID -Referred From,Link to Employee Table
REFERRAL,COMMENTS_M,M,10,Comments,Used to record additional notes
REFERRAL,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
REFERRAL,OPERATOR_I,N,9,Operator ID,User Making Last Update
REFERRAL,UPLOAD_F,C,1,Upload Indicator,See Code Table
REFERRAL,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
REINDERR,E_DATE,D,8,Error Date,Date the error occurred
REINDERR,E_TIME,C,8,Error Time,Time that the error occurred
REINDERR,E_MESS,C,50,Error Message,Details of the error message
REINDERR,E_DESC,M,10,Error Description,Description of the error
REINDEX,DBNAME,C,10,DB Name,Database Name
REINDEX,DBEXPR,C,40,DB,Database Description
REINDEX,REINDEX1,L,1,Reindex 1,"""T"" = True, ""F"" = False"
REINDEX,LASTIND1,C,17,Last Reindex 1,Date and Time the Table was last reindexed
REINDEX,TABLENAME,C,10,Table Name,Cornerstone Table Name
REINDEX,PROMPTNAME,C,40,Prompt Name,Description of Table
REINDEX,REINDEX2,L,1,Reindex 2,"""T"" = True, ""F"" = False"
REINDEX,LASTIND2,C,17,Last Reindex 2,Date and Time the Table was last reindexed
REINDEX,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
REPORT,RPT_TYP_C,C,4,Report Type Code,Type of Report. See Code Table
REPORT,CATEOGRY_C,C,8,Category,Program that uses report
REPORT,RPT_NBT_T,C,8,Report Number,Unique number used to identify the report
REPORT,RPT_NME_T,C,50,Report Name,Name of the report
REPORT,PART_ID_F,C,1,Participant Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,CLINIC_F,C,1,Clinic ID Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,SUB_LOC_F,C,1,Sub Location Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,FROM_DTE_F,C,1,From Date Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,TO_DTE_F,C,1,To Date Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,AS_OF_DT_F,C,1,Select/As of Date Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,ANN_PROC_F,C,1,Annual Processing Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,RPT_MMYY_F,C,1,Report Month/Year Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,ASSESS_F,C,1,Assess Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,PROV_ID_F,C,1,Provider ID Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,EMPL_ID_F,C,1,Employee ID Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,PGM_CDE_F,C,1,Program Code Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,SERV_CDE_F,C,1,Service Code Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,ACT_CDE_F,C,1,Activity Code Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,COUNTY_F,C,1,County Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,PGM_STAT_F,C,1,Program Status Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,PGM_CATG_F,C,1,Program Category Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,STRT_TME_F,C,1,Start Time Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,SCHD_ID_F,C,1,Schedule ID Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,MIN_AGE_F,C,1,Minimum Age,"""M"" = Mandatory
""N"" = No"
REPORT,MAX_AGE_F,C,1,Maximum Age,"""M"" = Mandatory
""N"" = No"
REPORT,VENDOR_F,C,1,Vendor ID Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,AGENCY_F,C,1,Agency Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,WRT_DSK_F,C,1,Write Report to Disk File Indicator,Indicates whether or not the report can be written to a disk
REPORT,POS_PRE_F,C,1,Possible Prelim Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,ZIP_CODE_F,C,1,Zip Code Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,PRIORITY_F,C,1,WIC Priority Code Indicatory,"""M"" = Mandatory
""N"" = No"
REPORT,RISK_F,C,1,WIC Risk Code Indicator,"""M"" = Mandatory
""N"" = No"
REPORT,APORS_F,C,1,APORS Indicator,Indicates whether or not participant is APORS
REPORT,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
REPORT,OPERATOR_I,N,9,Operator ID,User Making Last Update
SCHDEXCP,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
SCHDEXCP,SCHD_ID_I,N,2,Schedule ID,Unique number to identify the schedule
SCHDEXCP,NOT_OPER_D,D,8,Date Not Operating,Date that the clinic will not be open
SCHDEXCP,COMMENTS_M,C,50,Comments,Used to record additional notes
SCHDEXCP,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SCHDEXCP,OPERATOR_I,N,9,Operator ID,User Making Last Update
SCHDEXCP,UPLOAD_F,C,1,Upload Indicator,See Code Table
SCHDEXCP,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
SCHDEXCP,BEGINTIME,C,8,Beginning Close Time,Start Time of the Close Day
SCHDEXCP,ENDTIME,C,8,Ending Close Time,End Time of the Close Day
SCHDRSRC,SCHD_ID_I,N,2,Schedule ID,Unique number to identify the schedule
SCHDRSRC,RSRC_N,N,2,Resource Number,Number of the Resource scheduled
SCHDRSRC,RSRC_NME_T,C,20,Resource Name,Name of the Resource scheduled
SCHDRSRC,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SCHDRSRC,OPERATOR_I,N,9,Operator ID,User Making Last Update
SCHEDULE,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
SCHEDULE,SCHD_ID_I,N,2,Schedule ID,Unique number to identify the schedule
SCHEDULE,SCHD_NME_I,C,30,Schedule Name,Name of the Schedule
SCHEDULE,CLASS_F,C,1,Class Indicator,"""Y"" = Yes, ""N"" or blank = No"
SCHEDULE,SERV_TYP_C,C,4,Service Type Code,See Code Table
SCHEDULE,MON_BEG_H,N,4,Monday - Beginning Hours,Start Time in Hours on Monday
SCHEDULE,MON_BEG_AP,C,1,Monday - Beginning AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,MON_END_H,N,4,Monday - Ending Hours,End Time in Hours on Monday
SCHEDULE,MON_END_AP,C,1,Monday - Ending AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,TUE_BEG_H,N,4,Tuesday - Beginning Hours,Start Time in Hours on Tuesday
SCHEDULE,TUE_BEG_AP,C,1,Tuesday - Beginning AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,TUE_END_H,N,4,Tuesday - Ending Hours,End Time in Hours on Tuesday
SCHEDULE,TUE_END_AP,C,1,Tuesday - Ending AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,WED_BEG_H,N,4,Wednesday - Beginning Hours,Start Time in Hours on Wednesday
SCHEDULE,WED_BEG_AP,C,1,Wednesday - Beginning AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,WED_END_H,N,4,Wednesday - Ending Hours,End Time in Hours on Wednesday
SCHEDULE,WED_END_AP,C,1,Wednesday - Ending AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,THU_BEG_H,N,4,Thursday - Beginning Hours,Start Time in Hours on Thursday
SCHEDULE,THU_BEG_AP,C,1,Thursday - Beginning AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,THU_END_H,N,4,Thursday - Ending Hours,End Hours on Thursday
SCHEDULE,THU_END_AP,C,1,Thursday - Ending AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,FRI_BEG_H,N,4,Friday - Beginning Hours,Start Time in Hours on Friday
SCHEDULE,FRI_BEG_AP,C,1,Friday - Beginning AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,FRI_END_H,N,4,Friday - Ending Hours,End Time in Hours on Friday
SCHEDULE,FRI_END_AP,C,1,Friday - Ending AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,SAT_BEG_H,N,4,Saturday - Beginning Hours,Start Time in Hours on Saturday
SCHEDULE,SAT_BEG_AP,C,1,Saturday - Beginning AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,SAT_END_H,N,4,Saturday - Ending Hours,End Time in Hours on Saturday
SCHEDULE,SAT_END_AP,C,1,Saturday - Ending AM/PM Indicator,"""A"" = AM, ""P"" = PM"
SCHEDULE,INCRMNT_N,N,3,Increments/Intervals,15 minute increments
SCHEDULE,CLASS_SZ_N,N,2,Class Size,Maximum number of people allowed in the class
SCHEDULE,LOCATION_N,N,2,Location Number,Location number of class
SCHEDULE,COMMENTS_M,C,50,Comments,Used to record additional notes
SCHEDULE,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SCHEDULE,OPERATOR_I,N,9,Operator ID,User Making Last Update
SCHEDULE,UPLOAD_F,C,1,Upload Indicator,See Code Table
SCHEDULE,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
SCHLDIST,COUNTY_C,C,3,County Code,See Code Table
SCHLDIST,DISTRICT_C,C,5,District Code,See District Table
SCHLDIST,SCHL_NME_C,C,40,School Name,Name of the School
SCREEN,SCRN_ID_C,C,4,Screen ID Code,The Cornerstone Screen ID
SCREEN,SCRN_DESC,C,30,Screen Description,Description of the screen
SCREEN,STD_BLOK_C,C,4,Standard Block Code,
SCREEN,ADD_F,L,1,Add Flag,"""T"" = True, ""F"" = False"
SCREEN,DELETE_F,L,1,Delete Flag,"""T"" = True, ""F"" = False"
SCREEN,UPDATE_F,L,1,Update Flag,"""T"" = True, ""F"" = False"
SCREEN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SCREEN,OPERATOR_I,N,9,Operator ID,User Making Last Update
SECURITY,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
SECURITY,EMPL_ID_I,N,9,Employee ID,Provides a Link to the Employee Table
SECURITY,DUL_RESN_C,C,4,Dual Login Reason Code,The reason why user's Cornerstone session ended abruptly
SECURITY,USER_NAME,C,14,Network User Name,Network User Name
SECURITY,NODE_ADDR,C,12,Network Node Address,Node Address
SECURITY,LOGIN_D,D,8,Login Date,Date user logged in to Cornerstone
SECURITY,LOGIN_TIME,C,8,Login Time,Time user logged in to Cornerstone
SECURITY,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SECURITY,OPERATOR_I,N,9,Operator ID,User Making Last Update
SECURITY,UPLOAD_F,C,1,Upload Indicator,See Code Table
SECURITY,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
SERV_DTL,SERV_ID,N,4,Server ID,Unique number to identify the server
SERV_DTL,QUEUE_ID,N,4,Queue ID,Unique number to identify the printer
SERV_DTL,QUEUE_NAME,C,7,Queue Name,Printer Name
SERV_DTL,QUEUE_DEF,C,1,Queue Default,"""Y"" = Yes, ""N"" = No"
SERV_DTL,QUEUE_DESC,C,30,Queue Description,Detailed description of printer
SERV_DTL,QBASE_F,C,1,Qbase Flag,"""Y"" = Yes, ""N"" = No"
SERV_HDR,SERV_ID,N,4,Server ID,Unique number to identify the server
SERV_HDR,SERV_NAME,C,47,Server Name,Name of the server
SERVCODE,SERV_TYP_C,C,4,Service Type Code,Service Table Primary Key
SERVCODE,PGM_ID_C,C,4,Program ID Code,Programs Associated with this Service
SERVCODE,CATEGORY_C,C,4,Category Code,Allowable Category Codes
SERVCODE,AGE_LO_N,N,3,Age Low Limitation,Minimum Age
SERVCODE,AGE_HI_N,N,2,Age High Limitation,Maximum Age
SERVCODE,SEX_CODE,C,4,Sex Code,Allowable Sex Codes
SERVCODE,BRF_DESC_T,C,30,Brief Description,Brief Description of the Service Type Code
SERVCODE,EXP_DESC_M,M,4,Expanded Description,Expanded Description of the Service Type Code
SERVCODE,SERV_DLV_C,C,4,Internal/External Service Delivery,See Code Table
SERVCODE,SCRN_ID1_C,C,4,Screen ID 1,Screen Usage - See Code Table
SERVCODE,SCRN_ID2_C,C,4,Screen ID 2,Screen Usage - See Code Table
SERVCODE,SCRN_ID3_C,C,4,Screen ID 3,Screen Usage - See Code Table
SERVCODE,SCRN_ID4_C,C,4,Screen ID 4,Screen Usage - See Code Table
SERVCODE,SCRN_ID5_C,C,4,Screen ID 5,Screen Usage - See Code Table
SERVCODE,SCRN_ID6_C,C,4,Screen ID 6,Screen Usage - See Code Table
SERVCODE,SCRN_ID7_C,C,4,Screen ID 7,Screen Usage - See Code Table
SERVCODE,SCRN_ID8_C,C,4,Screen ID 8,Screen Usage - See Code Table
SERVCODE,SCRN_ID9_C,C,4,Screen ID 9,Screen Usage - See Code Table
SERVCODE,SCRN_ID10_C,C,4,Screen ID 10,Screen Usage - See Code Table
SERVCODE,SCRN_ID11_C,C,4,Screen ID 11,Screen Usage - See Code Table
SERVCODE,SCRN_ID12_C,C,4,Screen ID 12,Screen Usage - See Code Table
SERVCODE,SCRN_ID13_C,C,4,Screen ID 13,Screen Usage - See Code Table
SERVCODE,SCRN_ID14_C,C,4,Screen ID 14,Screen Usage - See Code Table
SERVCODE,SCRN_ID15_C,C,4,Screen ID 15,Screen Usage - See Code Table
SERVCODE,SCRN_ID16_C,C,4,Screen ID 16,Screen Usage - See Code Table
SERVCODE,SCRN_ID17_C,C,4,Screen ID 17,Screen Usage - See Code Table
SERVCODE,SCRN_ID18_C,C,4,Screen ID 18,Screen Usage - See Code Table
SERVCODE,SCRN_ID19_C,C,4,Screen ID 19,Screen Usage - See Code Table
SERVCODE,SCRN_ID20_C,C,4,Screen ID 20,Screen Usage - See Code Table
SERVCODE,CONFIDNT_F,C,1,Confidentiality Indicator,"""Y"" = Yes, ""N"" = No"
SERVCODE,MED_CLM_F,C,1,Medicaid Claimable Indicator,"""Y"" = Yes, ""N"" = No"
SERVCODE,SERV_CDE_C,C,1,Service Code Status,"""A"" = Active, ""I"" = Inactive"
SERVCODE,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SERVCODE,OPERATOR_I,N,9,Operator ID,User Making Last Update
SERVERS,SERV_ID_I,C,4,Server Identification,Unique ID to identify the server
SERVERS,SERV_NME_T,C,30,Server Name,Name of the server
SERVERS,SERV_VOL_T,C,8,Server Volume Name to Attach,The volume name that the server attaches to
SERVERS,WAN_USER_T,C,30,User ID for Server,User ID information for server
SERVERS,WAN_PSW_T,C,9,Password for Server,Encrypted password of server
SERVERS,MAP_DRV_T,C,1,Drive Designator to Map to,Drive Letter that server maps to
SERVERS,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
SERVERS,OPERATOR_I,N,9,Operator ID,User Making Last Update
SERVPROC,SERV_TYP_C,C,4,Service Type Code,Service Type Code. See Service Code Table
SERVPROC,PROCEDUR_C,C,5,Procedure Code,Procedure Code. See Procedure Table
SERVPROC,OPERATOR_I,N,9,Operator ID,User Making Last Update
SERVPROC,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
STAFACTV,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
STAFACTV,EMPL_ID_I,N,9,Employee ID,Provides a Link to the Employee Table
STAFACTV,ACTIVITY_D,D,8,Activity Date,Date of Activity
STAFACTV,ACTIVITY_C,C,4,Activity Code,Code used to describe activity
STAFACTV,TIMSPNTH_H,N,2,Time Spent Hours,Time spent on activity in hours
STAFACTV,TIMSPNTM_H,N,2,Time Spent Minutes,Time spent on activity in minutes
STAFACTV,COMMENTS_M,M,10,Comments,Used to record additional notes
STAFACTV,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
STAFACTV,OPERATOR_I,N,9,Operator ID,User Making Last Update
STAFACTV,UPLOAD_F,C,1,Upload Indicator,See Code Table
STAFACTV,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
STAFEXPN,CLINICID_I,C,6,Clinic ID,Cornerstone Clinic Number
STAFEXPN,EMPL_ID_I,N,9,Employee ID,Provides a Link to the Employee Table
STAFEXPN,EXPN_YR_N,N,4,Staff Expense Month End Year,Year of Staff Expense Month End
STAFEXPN,EXPN_MTH_N,N,2,Staff Expense Month End Month,Month of Staff Expense Month End
STAFEXPN,EXPN_TYP_C,C,4,Expense Type,Type of Expense
STAFEXPN,ACTL_PAY_A,N,9.2,Actual Gross Pay This Month,Actual Gross Pay for the Month
STAFEXPN,ACTL_HRS_N,N,5.1,Actual Paid Hours This Month,Actual number of paid hours for the Month
STAFEXPN,STAF_TYP_C,C,4,Staff Type,Staff Type Code. See Code Table.
STAFEXPN,EMP_FTE_N,N,4.2,Employee Full Time Equivalency,Employee's Full Time Hours
STAFEXPN,FB_RATE_N,N,6.3,Fringe Benefit Rate,The Agency's Fringe Benefit Rate
STAFEXPN,PCT_CMGT_N,N,6.2,Percent of Time Spent on CM Programs,Percent of time employee spent working on Case Management programs
STAFEXPN,SALRYPCT_N,N,6.3,Salary Percent,The Percent
STAFEXPN,LAST_UPD_D,D,8,Date Last Update,Last Site Update of This Record
STAFEXPN,OPERATOR_I,N,9,Operator ID,User Making Last Update
STAFEXPN,UPLOAD_F,C,1,Upload Indicator,See Code Table
STAFEXPN,CO_UPD_D,D,8,Central Office Date Last Update,Last Update from Central Office
SYSTEMCL,TABLENAME,C,10,Table Name,Cornerstone Table Name
SYSTEMCL,COLUMNNAME,C,10,Column Name,Column Name from the Table
SYSTEMCL,PROMPTNAME,C,40,Prompt Name,Discription of Column Name
SYSTEMCL,LONGNAME,M,4,Long Name,Additional details of the Prompt Name
SYSTEMCL,COLUMNTYPE,C,1,Column Type,Type of Column
SYSTEMCL,COLUMNLEN,N,3,Column Length,Maximum Length of column
SYSTEMCL,COLUMNDEC,N,3,Column Decimal,If column has a decimal space
SYSTEMCL,GENTYPE,C,1,Generated Type,
SYSTEMCL,DETAIL,M,4,Detail,
SYSTEMCL,COLUMNPOS,N,3,Column Position,The numeric position of the column in it's parent table
SYSTEMCL,USERID,C,5,User ID,User ID
SYSTEMCL,CREATEDATE,D,8,Create Date,Date record was created
SYSTEMCL,CREATETIME,N,5,Create Time,Time record was created
SYSTEMCL,REFDATE,D,8,Reference Date,Date that table has been updated
SYSTEMCL,REFTIME,N,5,Reference Time,Time that table was updated
SYSTEMIX,TABLENAME,C,10,Table Name,Cornerstone Table Name
SYSTEMIX,INDEXNAME,C,10,Index Name,Index Name of the Table
SYSTEMIX,TAGNAME,C,10,Index Tag Name,Index Tag Name
SYSTEMIX,PROMPTNAME,C,40,Prompt Name,Blank
SYSTEMIX,LONGNAME,M,4,Long Name,Blank
SYSTEMIX,FILENAME,C,12,Index File Name,File name of the index
SYSTEMIX,INDEXTYPE,C,1,Index Type,Type of Index
SYSTEMIX,DETAIL,M,4,Detail,Details about the index
SYSTEMIX,EXPKEY,M,4,Index Key Expression,Details about the index key expression
SYSTEMIX,EXPFOR,M,4,Index For Expression,Details about the index for expression
SYSTEMIX,ORDERBY,C,10,Order By Columns,Blank
SYSTEMIX,ORDERDIR,C,1,Index Order Direction,"""A"" = Ascending
""D"" = Descending"
SYSTEMIX,SYSSTATUS,C,1,System Status,"""P"" = Primary Key"
